,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
37,에스엠코어,007820,KR7007820004,0,8320,4480,6400,00001,6400,2,01,N,
38,원풍물산,008290,KR7008290009,0,1259,679,969,00001,969,2,01,N,
39,원풍,008370,KR7008370009,0,5340,2885,4115,00001,4115,2,01,N,
40,부스타,008470,KR7008470007,0,6250,3370,4810,00001,4810,2,01,N,
41,대동기어,008830,KR7008830002,0,7420,4000,5710,00001,5710,2,01,N,
42,삼아제약,009300,KR7009300005,0,21850,11790,16830,00001,16830,2,01,N,
43,포스코엠텍,009520,KR7009520008,0,40650,21950,31300,00001,31300,2,01,N,
44,삼보산업,009620,KR7009620006,0,1345,725,1035,00001,1035,2,01,N,
45,코센,009730,KR7009730003,0,6290,3390,4840,00001,4840,2,01,N,
46,엠에스씨,009780,KR7009780008,0,7860,4240,6050,00001,6050,2,01,N,
47,대한광통신,010170,KR7010170009,0,2350,1267,1810,00001,1810,2,01,N,
48,흥국,010240,KR7010240000,0,8070,4350,6210,00001,6210,2,01,N,
49,쌍용정보통신,010280,KR7010280006,0,1095,591,843,00001,843,2,01,N,
50,오리콤,010470,KR7010470003,0,17190,9270,13230,00001,13230,2,01,N,
51,경동제약,011040,KR7011040003,0,8730,4710,6720,00001,6720,2,01,N,
52,형지I&C,011080,KR7011080009,0,1371,739,1055,00001,1055,2,01,N,
53,유니크,011320,KR7011320009,0,7090,3830,5460,00001,5460,2,01,N,
54,서한,011370,KR7011370004,0,1319,711,1015,00001,1015,2,01,N,
55,세보엠이씨,011560,KR7011560000,0,11100,5980,8540,00001,8540,2,01,N,
56,뉴인텍,012340,KR7012340006,0,1942,1046,1494,00001,1494,2,01,N,
57,원일특강,012620,KR7012620001,0,11880,6400,9140,00001,9140,2,01,N,
58,리드코프,012700,KR7012700001,0,7570,4090,5830,00001,5830,2,01,N,
59,신일제약,012790,KR7012790002,0,8740,4720,6730,00001,6730,2,01,N,
60,모베이스전자,012860,KR7012860003,0,3415,1845,2630,00001,2630,2,01,N,
61,하이록코리아,013030,KR7013030002,0,34350,18550,26450,00001,26450,2,01,N,
62,동원개발,013120,KR7013120001,0,4485,2415,3450,00001,3450,2,01,N,
63,아진산업,013310,KR7013310008,0,5900,3185,4545,00001,4545,2,01,N,
64,CBI,013720,KR7013720008,0,1964,1058,1511,00001,1511,2,01,N,
65,스페코,013810,KR7013810007,0,5120,2760,3940,00001,3940,2,01,N,
66,아가방컴퍼니,013990,KR7013990007,0,4365,2355,3360,00001,3360,2,01,N,
67,메디앙스,014100,KR7014100002,0,4055,2185,3120,00001,3120,2,01,N,
68,원익큐브,014190,KR7014190003,0,2230,1202,1716,00001,1716,2,01,N,
69,광림,014200,KR7014200000,0,1307,705,1006,00001,1006,2,01,N,
70,부방,014470,KR7014470009,0,3640,1960,2800,00001,2800,2,01,N,
71,고려제약,014570,KR7014570006,0,9020,4860,6940,00001,6940,2,01,N,
72,성광벤드,014620,KR7014620009,0,19850,10690,15270,00001,15270,2,01,N,
73,오리엔탈정공,014940,KR7014940001,0,4530,2440,3485,00001,3485,2,01,N,
74,삼륭물산,014970,KR7014970008,0,4770,2570,3670,00001,3670,2,01,N,
75,코콤,015710,KR7015710007,0,7000,3780,5390,00001,5390,2,01,N,
76,성우하이텍,015750,KR7015750003,0,13140,7080,10110,00001,10110,2,01,N,
77,리더스코스메틱,016100,KR7016100000,0,4095,2205,3150,00001,3150,2,01,N,
78,SGC이테크건설,016250,KR7016250003,0,27650,14950,21300,00001,21300,2,01,N,
79,큐캐피탈,016600,KR7016600009,0,483,261,372,00001,372,2,01,N,
80,디모아,016670,KR7016670002,0,505,273,389,00001,389,2,01,N,
81,카나리아바이오,016790,KR7016790008,0,6770,3650,5210,00001,5210,2,01,N,
82,카스,016920,KR7016920001,0,1978,1066,1522,00001,1522,2,01,N,
83,신원종합개발,017000,KR7017000001,0,5770,3115,4445,00001,4445,2,01,N,
84,인터엠,017250,KR7017250002,0,1998,1076,1537,00001,1537,2,01,N,
85,삼현철강,017480,KR7017480005,0,6520,3520,5020,00001,5020,2,01,N,
86,세명전기,017510,KR7017510009,0,3850,2080,2965,00001,2965,2,01,N,
87,대림제지,017650,KR7017650003,0,11120,6000,8560,00001,8560,2,01,N,
88,한국알콜,017890,KR7017890005,0,16250,8750,12500,00001,12500,2,01,N,
89,유니슨,018000,KR7018000000,0,2065,1115,1592,00001,1592,2,01,N,
90,진로발효,018120,KR7018120006,0,19390,10450,14920,00001,14920,2,01,N,
91,브이티,018290,KR7018290007,0,16860,9080,12970,00001,12970,2,01,N,
92,삼목에스폼,018310,KR7018310003,0,24000,12950,18490,00001,18490,2,01,N,
93,우진비앤지,018620,KR7018620005,0,1719,927,1323,00001,1323,2,01,N,
94,서울제약,018680,KR7018680009,0,5030,2710,3870,00001,3870,2,01,N,
95,바른손,018700,KR7018700005,0,2510,1354,1933,00001,1933,2,01,N,
96,베뉴지,019010,KR7019010008,0,2780,1500,2140,00001,2140,2,01,N,
97,와이지-원,019210,KR7019210004,0,7440,4020,5730,00001,5730,2,01,N,
98,일지테크,019540,KR7019540004,0,6730,3630,5180,00001,5180,2,01,N,
99,SBI인베스트먼트,019550,KR7019550003,0,1131,609,870,00001,870,2,01,N,
100,리더스 기술투자,019570,KR7019570001,0,1297,699,998,00001,998,2,01,N,
101,엠벤처투자,019590,KR7019590009,0,1573,847,1210,00001,1210,2,01,N,
102,글로본,019660,KR7019660000,0,2530,1365,1949,00001,1949,2,01,N,
103,서연탑메탈,019770,KR7019770007,0,5200,2800,4000,00001,4000,2,01,N,
104,에너토크,019990,KR7019990001,0,9260,5000,7130,00001,7130,2,01,N,
105,대신정보통신,020180,KR7020180006,0,1527,823,1175,00001,1175,2,01,N,
106,대동금속,020400,KR7020400008,0,12220,6580,9400,00001,9400,2,01,N,
107,시공테크,020710,KR7020710000,0,6310,3405,4860,00001,4860,2,01,N,
108,대호특수강,021040,KR7021040001,0,6490,3500,4995,00001,4995,2,01,N,
109,대호특수강우,021045,KR7021041009,0,10820,5840,8330,00001,8330,2,01,N,
110,에이티넘인베스트,021080,KR7021080007,0,3655,1975,2815,00001,2815,2,01,N,
111,KCC건설,021320,KR7021320007,0,6590,3550,5070,00001,5070,2,01,N,
112,한국큐빅,021650,KR7021650007,0,3965,2135,3050,00001,3050,2,01,N,
113,메이슨캐피탈,021880,KR7021880000,0,412,222,317,00001,317,2,01,N,
114,포스코DX,022100,KR7022100002,0,72900,39300,56100,00001,56100,2,01,N,
115,TKG애강,022220,KR7022220008,0,1645,887,1266,00001,1266,2,01,N,
116,태광,023160,KR7023160005,0,26700,14400,20550,00001,20550,2,01,N,
117,유진기업,023410,KR7023410004,0,4630,2500,3565,00001,3565,2,01,N,
118,제이스코홀딩스,023440,KR7023440001,0,3610,1950,2780,00001,2780,2,01,N,
119,CNH,023460,KR7023460009,0,2600,1400,2000,00001,2000,2,01,N,
120,삼보판지,023600,KR7023600000,0,12060,6500,9280,00001,9280,2,01,N,
121,한국캐피탈,023760,KR7023760002,0,751,405,578,00001,578,2,01,N,
122,플레이위드,023770,KR7023770001,0,7930,4270,6100,00001,6100,2,01,N,
123,동일철강,023790,KR7023790009,0,2335,1259,1798,00001,1798,2,01,N,
124,풍국주정,023900,KR7023900004,0,16620,8960,12790,00001,12790,2,01,N,
125,대한약품,023910,KR7023910003,0,35800,19300,27550,00001,27550,2,01,N,
126,흥구석유,024060,KR7024060006,0,6510,3510,5010,00001,5010,2,01,N,
127,KB오토시스,024120,KR7024120008,0,5750,3105,4430,00001,4430,2,01,N,
128,한일단조,024740,KR7024740003,0,3175,1715,2445,00001,2445,2,01,N,
129,유성티엔에스,024800,KR7024800005,0,2720,1470,2095,00001,2095,2,01,N,
130,이화전기,024810,KR7024810004,0,1168,630,899,00001,899,2,01,N,
131,세원물산,024830,KR7024830002,0,9370,5050,7210,00001,7210,2,01,N,
132,KBI메탈,024840,KR7024840001,0,2105,1137,1623,00001,1623,2,01,N,
133,HLB이노베이션,024850,KR7024850000,0,4360,2350,3355,00001,3355,2,01,N,
134,케이피에프,024880,KR7024880007,0,7170,3870,5520,00001,5520,2,01,N,
135,경창산업,024910,KR7024910002,0,3835,2065,2950,00001,2950,2,01,N,
136,PN풍년,024940,KR7024940009,0,8910,4810,6860,00001,6860,2,01,N,
137,삼천리자전거,024950,KR7024950008,0,8040,4340,6190,00001,6190,2,01,N,
138,시노펙스,025320,KR7025320003,0,6140,3310,4725,00001,4725,2,01,N,
139,DH오토웨어,025440,KR7025440009,0,3500,1890,2695,00001,2695,2,01,N,
140,한국선재,025550,KR7025550005,0,5430,2930,4180,00001,4180,2,01,N,
141,한국정보통신,025770,KR7025770009,0,12530,6750,9640,00001,9640,2,01,N,
142,신라에스지,025870,KR7025870007,0,10640,5740,8190,00001,8190,2,01,N,
143,케이씨피드,025880,KR7025880006,0,3470,1870,2670,00001,2670,2,01,N,
144,동화기업,025900,KR7025900002,0,46500,25100,35800,00001,35800,2,01,N,
145,동신건설,025950,KR7025950007,0,16990,9150,13070,00001,13070,2,01,N,
146,아난티,025980,KR7025980004,0,10630,5730,8180,00001,8180,2,01,N,
147,제이에스티나,026040,KR7026040006,0,3200,1730,2465,00001,2465,2,01,N,
148,특수건설,026150,KR7026150003,0,9590,5170,7380,00001,7380,2,01,N,
149,광진실업,026910,KR7026910000,0,5260,2835,4050,00001,4050,2,01,N,
150,서울전자통신,027040,KR7027040005,0,650,350,500,00001,500,2,01,N,
151,코리아나,027050,KR7027050004,0,6330,3410,4870,00001,4870,2,01,N,
152,아주IB투자,027360,KR7027360007,0,2890,1560,2225,00001,2225,2,01,N,
153,상보,027580,KR7027580000,0,2615,1415,2015,00001,2015,2,01,N,
154,팜스토리,027710,KR7027710003,0,2570,1386,1980,00001,1980,2,01,N,
155,대성창투,027830,KR7027830009,0,2130,1148,1639,00001,1639,2,01,N,
156,휴맥스홀딩스,028080,KR7028080000,0,7540,4060,5800,00001,5800,2,01,N,
157,HLB,028300,KR7028300002,0,37500,20200,28850,00001,28850,2,01,N,
158,광무,029480,KR7029480001,0,4215,2275,3245,00001,3245,2,01,N,
159,코엔텍,029960,KR7029960002,0,9200,4960,7080,00001,7080,2,01,N,
160,드래곤플라이,030350,KR7030350003,0,738,398,568,00001,568,2,01,N,
161,한글과컴퓨터,030520,KR7030520001,0,18720,10080,14400,00001,14400,2,01,N,
162,원익홀딩스,030530,KR7030530000,0,4275,2305,3290,00001,3290,2,01,N,
163,양지사,030960,KR7030960009,0,23800,12830,18320,00001,18320,2,01,N,
164,아이즈비전,031310,KR7031310006,0,3900,2100,3000,00001,3000,2,01,N,
165,에스에이엠티,031330,KR7031330004,0,3470,1870,2670,00001,2670,2,01,N,
166,오스템,031510,KR7031510001,0,2275,1227,1752,00001,1752,2,01,N,
167,에스유홀딩스,031860,KR7031860000,0,1279,689,984,00001,984,2,01,N,
168,피에스케이홀딩스,031980,KR7031980006,0,35200,19000,27100,00001,27100,2,01,N,
169,아즈텍WB,032080,KR7032080004,0,2160,1166,1665,00001,1665,2,01,N,
170,다우데이타,032190,KR7032190001,0,19300,10400,14850,00001,14850,2,01,N,
171,삼일,032280,KR7032280000,0,2425,1307,1867,00001,1867,2,01,N,
172,한국파마,032300,KR7032300006,0,23750,12800,18280,00001,18280,2,01,N,
173,케이엠더블유,032500,KR7032500001,0,14490,7810,11150,00001,11150,2,01,N,
174,TJ미디어,032540,KR7032540007,0,7980,4300,6140,00001,6140,2,01,N,
175,피델릭스,032580,KR7032580003,0,1813,977,1395,00001,1395,2,01,N,
176,유비케어,032620,KR7032620007,0,6430,3465,4950,00001,4950,2,01,N,
177,소프트센,032680,KR7032680001,0,1025,553,789,00001,789,2,01,N,
178,소프트센우,032685,KR7032681009,0,12890,6950,9920,00001,9920,2,01,N,
179,삼진,032750,KR7032750002,0,7770,4190,5980,00001,5980,2,01,N,
180,엠젠솔루션,032790,KR7032790008,0,4365,2355,3360,00001,3360,2,01,N,
181,판타지오,032800,KR7032800005,0,419,227,323,00001,323,2,01,N,
182,우리기술,032820,KR7032820003,0,1784,962,1373,00001,1373,2,01,N,
183,비트컴퓨터,032850,KR7032850000,0,8040,4340,6190,00001,6190,2,01,N,
184,휴먼엔,032860,KR7032860009,0,4730,2550,3640,00001,3640,2,01,N,
185,원익,032940,KR7032940009,0,4630,2500,3565,00001,3565,2,01,N,
186,동일기연,032960,KR7032960007,0,16080,8660,12370,00001,12370,2,01,N,
187,바이온,032980,KR7032980005,0,2165,1167,1666,00001,1666,2,01,N,
188,제이엠아이,033050,KR7033050006,0,1462,788,1125,00001,1125,2,01,N,
189,제룡전기,033100,KR7033100009,0,34100,18400,26250,00001,26250,2,01,N,
190,디지틀조선,033130,KR7033130006,0,2745,1485,2115,00001,2115,2,01,N,
191,엠케이전자,033160,KR7033160003,0,19630,10570,15100,00001,15100,2,01,N,
192,시그네틱스,033170,KR7033170002,0,1677,903,1290,00001,1290,2,01,N,
193,모아텍,033200,KR7033200007,0,5980,3225,4605,00001,4605,2,01,N,
194,인성정보,033230,KR7033230004,0,4335,2335,3335,00001,3335,2,01,N,
195,코웰패션,033290,KR7033290008,0,9330,5030,7180,00001,7180,2,01,N,
196,엠투엔,033310,KR7033310004,0,5070,2730,3900,00001,3900,2,01,N,
197,제이씨현시스템,033320,KR7033320003,0,6560,3540,5050,00001,5050,2,01,N,
198,좋은사람들,033340,KR7033340001,0,3165,1,2110,00001,2110,2,01,N,
199,동성화인텍,033500,KR7033500000,0,17790,9590,13690,00001,13690,2,01,N,
200,파라텍,033540,KR7033540006,0,1021,551,786,00001,786,2,01,N,
201,블루콤,033560,KR7033560004,0,5020,2710,3865,00001,3865,2,01,N,
202,네패스,033640,KR7033640004,0,23000,12390,17700,00001,17700,2,01,N,
203,스카이문스테크놀로지,033790,KR7033790007,0,1779,959,1369,00001,1369,2,01,N,
204,티비씨,033830,KR7033830001,0,1206,650,928,00001,928,2,01,N,
205,파라다이스,034230,KR7034230003,0,21900,11800,16850,00001,16850,2,01,N,
206,해성산업,034810,KR7034810002,0,10670,5750,8210,00001,8210,2,01,N,
207,해성산업1우,03481K,KR703481K019,0,11730,6330,9030,00001,9030,2,01,N,
208,조아제약,034940,KR7034940007,0,2470,1330,1900,00001,1900,2,01,N,
209,한국기업평가,034950,KR7034950006,0,98400,53000,75700,00001,75700,2,01,N,
210,그래디언트,035080,KR7035080001,0,18430,9930,14180,00001,14180,2,01,N,
211,프럼파스트,035200,KR7035200005,0,4715,2545,3630,00001,3630,2,01,N,
212,골드앤에스,035290,KR7035290006,0,1615,871,1243,00001,1243,2,01,N,
213,기산텔레콤,035460,KR7035460005,0,3580,1930,2755,00001,2755,2,01,N,
214,KG이니시스,035600,KR7035600006,0,14370,7750,11060,00001,11060,2,01,N,
215,솔본,035610,KR7035610005,0,5570,3005,4290,00001,4290,2,01,N,
216,바른손이앤에이,035620,KR7035620004,0,945,509,727,00001,727,2,01,N,
217,CJ ENM,035760,KR7035760008,0,75600,40800,58200,00001,58200,2,01,N,
218,이지홀딩스,035810,KR7035810001,0,3890,2100,2995,00001,2995,2,01,N,
219,서희건설,035890,KR7035890003,0,1781,959,1370,00001,1370,2,01,N,
220,JYP Ent.,035900,KR7035900000,0,145800,78600,112200,00001,112200,2,01,N,
221,예림당,036000,KR7036000008,0,2545,1372,1960,00001,1960,2,01,N,
222,아비코전자,036010,KR7036010007,0,18400,9920,14160,00001,14160,2,01,N,
223,케이티알파,036030,KR7036030005,0,7520,4060,5790,00001,5790,2,01,N,
224,위지트,036090,KR7036090009,0,913,493,703,00001,703,2,01,N,
225,SCI평가정보,036120,KR7036120004,0,5380,2905,4145,00001,4145,2,01,N,
226,클라우드에어,036170,KR7036170009,0,1314,708,1011,00001,1011,2,01,N,
227,지더블유바이텍,036180,KR7036180008,0,1124,606,865,00001,865,2,01,N,
228,금화피에스시,036190,KR7036190007,0,37150,20050,28600,00001,28600,2,01,N,
229,유니셈,036200,KR7036200004,0,10930,5890,8410,00001,8410,2,01,N,
230,대성미생물,036480,KR7036480002,0,13220,7120,10170,00001,10170,2,01,N,
231,SFA반도체,036540,KR7036540003,0,6500,3500,5000,00001,5000,2,01,N,
232,영풍정밀,036560,KR7036560001,0,17710,9550,13630,00001,13630,2,01,N,
233,감성코퍼레이션,036620,KR7036620003,0,5700,3075,4390,00001,4390,2,01,N,
234,세종텔레콤,036630,KR7036630002,0,778,420,599,00001,599,2,01,N,
235,HRS,036640,KR7036640001,0,7390,3990,5690,00001,5690,2,01,N,
236,KCI,036670,KR7036670008,0,9900,5340,7620,00001,7620,2,01,N,
237,코맥스,036690,KR7036690006,0,4555,2455,3505,00001,3505,2,01,N,
238,심텍홀딩스,036710,KR7036710002,0,3650,1970,2810,00001,2810,2,01,N,
239,나이스정보통신,036800,KR7036800001,0,29950,16150,23050,00001,23050,2,01,N,
240,에프에스티,036810,KR7036810000,0,27750,14950,21350,00001,21350,2,01,N,
241,솔브레인홀딩스,036830,KR7036830008,0,50800,27400,39100,00001,39100,2,01,N,
242,진성티이씨,036890,KR7036890002,0,15270,8230,11750,00001,11750,2,01,N,
243,주성엔지니어링,036930,KR7036930006,0,35600,19200,27400,00001,27400,2,01,N,
244,파워넷,037030,KR7037030004,0,4930,2660,3795,00001,3795,2,01,N,
245,파세코,037070,KR7037070000,0,13480,7260,10370,00001,10370,2,01,N,
246,한국팩키지,037230,KR7037230000,0,2980,1610,2295,00001,2295,2,01,N,
247,인지디스플레,037330,KR7037330008,0,2820,1520,2170,00001,2170,2,01,N,
248,성도이엔지,037350,KR7037350006,0,5380,2905,4145,00001,4145,2,01,N,
249,EG,037370,KR7037370004,0,19920,10740,15330,00001,15330,2,01,N,
250,우리엔터프라이즈,037400,KR7037400009,0,1861,1003,1432,00001,1432,2,01,N,
251,희림,037440,KR7037440005,0,8680,4680,6680,00001,6680,2,01,N,
252,삼지전자,037460,KR7037460003,0,10230,5510,7870,00001,7870,2,01,N,
253,쎄니트,037760,KR7037760006,0,2020,1089,1555,00001,1555,2,01,N,
254,엘컴텍,037950,KR7037950003,0,1761,949,1355,00001,1355,2,01,N,
255,제일테크노스,038010,KR7038010005,0,11530,6210,8870,00001,8870,2,01,N,
256,루멘스,038060,KR7038060000,0,2030,1096,1565,00001,1565,2,01,N,
257,서린바이오,038070,KR7038070009,0,13220,7120,10170,00001,10170,2,01,N,
258,에코플라스틱,038110,KR7038110003,0,6420,3460,4940,00001,4940,2,01,N,
259,마크로젠,038290,KR7038290003,0,25000,13480,19250,00001,19250,2,01,N,
260,MIT,038340,KR7038340006,0,3850,1,1283,00001,1283,2,01,N,
261,레드캡투어,038390,KR7038390001,0,20850,11250,16070,00001,16070,2,01,N,
262,바이오스마트,038460,KR7038460002,0,4730,2550,3640,00001,3640,2,01,N,
263,삼표시멘트,038500,KR7038500005,0,4370,2360,3365,00001,3365,2,01,N,
264,케이바이오,038530,KR7038530002,0,430,232,331,00001,331,2,01,N,
265,상상인,038540,KR7038540001,0,5980,3225,4605,00001,4605,2,01,N,
266,위즈코프,038620,KR7038620001,0,1144,616,880,00001,880,2,01,N,
267,에스넷,038680,KR7038680005,0,6550,3530,5040,00001,5040,2,01,N,
268,에코바이오,038870,KR7038870002,0,6860,3700,5280,00001,5280,2,01,N,
269,아이에이,038880,KR7038880001,0,681,367,524,00001,524,2,01,N,
270,파인디지털,038950,KR7038950002,0,6740,3640,5190,00001,5190,2,01,N,
271,현대에이치티,039010,KR7039010004,0,8470,4570,6520,00001,6520,2,01,N,
272,이건홀딩스,039020,KR7039020003,0,3770,2030,2900,00001,2900,2,01,N,
273,이오테크닉스,039030,KR7039030002,0,220000,118600,169400,00001,169400,2,01,N,
274,오스코텍,039200,KR7039200001,0,36400,19600,28000,00001,28000,2,01,N,
275,경남스틸,039240,KR7039240007,0,4015,2165,3090,00001,3090,2,01,N,
276,인포뱅크,039290,KR7039290002,0,15480,8340,11910,00001,11910,2,01,N,
277,세중,039310,KR7039310008,0,3045,1645,2345,00001,2345,2,01,N,
278,한국경제TV,039340,KR7039340005,0,8250,4450,6350,00001,6350,2,01,N,
279,케이엘넷,039420,KR7039420005,0,3285,1775,2530,00001,2530,2,01,N,
280,에스티아이,039440,KR7039440003,0,36700,19800,28250,00001,28250,2,01,N,
281,다산네트웍스,039560,KR7039560008,0,6660,3600,5130,00001,5130,2,01,N,
282,화성밸브,039610,KR7039610001,0,7380,3980,5680,00001,5680,2,01,N,
283,한국정보공학,039740,KR7039740006,0,4085,2205,3145,00001,3145,2,01,N,
284,오로라,039830,KR7039830005,0,9390,5070,7230,00001,7230,2,01,N,
285,디오,039840,KR7039840004,0,38500,20800,29650,00001,29650,2,01,N,
286,나노엔텍,039860,KR7039860002,0,5720,3085,4405,00001,4405,2,01,N,
287,리노스,039980,KR7039980008,0,1081,583,832,00001,832,2,01,N,
288,누리플렉스,040160,KR7040160004,0,6610,3570,5090,00001,5090,2,01,N,
289,YTN,040300,KR7040300006,0,11510,6210,8860,00001,8860,2,01,N,
290,큐로컴,040350,KR7040350001,0,618,334,476,00001,476,2,01,N,
291,정상제이엘에스,040420,KR7040420002,0,9290,5010,7150,00001,7150,2,01,N,
292,SG&G,040610,KR7040610008,0,2265,1223,1746,00001,1746,2,01,N,
293,아이씨디,040910,KR7040910002,0,11750,6330,9040,00001,9040,2,01,N,
294,폴라리스오피스,041020,KR7041020009,0,8840,4760,6800,00001,6800,2,01,N,
295,우리기술투자,041190,KR7041190000,0,4555,2455,3505,00001,3505,2,01,N,
296,현대에버다임,041440,KR7041440009,0,9030,4870,6950,00001,6950,2,01,N,
297,한국전자인증,041460,KR7041460007,0,5740,3095,4420,00001,4420,2,01,N,
298,에스엠,041510,KR7041510009,0,178700,96300,137500,00001,137500,2,01,N,
299,이라이콤,041520,KR7041520008,0,10060,5420,7740,00001,7740,2,01,N,
300,플래스크,041590,KR7041590001,0,1526,822,1174,00001,1174,2,01,N,
301,인바디,041830,KR7041830001,0,34050,18350,26200,00001,26200,2,01,N,
302,에스텍파마,041910,KR7041910001,0,8630,4650,6640,00001,6640,2,01,N,
303,메디아나,041920,KR7041920000,0,7600,4100,5850,00001,5850,2,01,N,
304,동아화성,041930,KR7041930009,0,10860,5860,8360,00001,8360,2,01,N,
305,코미팜,041960,KR7041960006,0,7070,3810,5440,00001,5440,2,01,N,
306,카페24,042000,KR7042000000,0,17620,9500,13560,00001,13560,2,01,N,
307,케이피엠테크,042040,KR7042040006,0,520,280,400,00001,400,2,01,N,
308,에스씨디,042110,KR7042110007,0,2190,1182,1688,00001,1688,2,01,N,
309,비츠로테크,042370,KR7042370007,0,10110,5450,7780,00001,7780,2,01,N,
310,네오위즈홀딩스,042420,KR7042420000,0,34750,18750,26750,00001,26750,2,01,N,
311,링네트,042500,KR7042500009,0,5590,3010,4300,00001,4300,2,01,N,
312,라온시큐어,042510,KR7042510008,0,3430,1850,2640,00001,2640,2,01,N,
313,한스바이오메드,042520,KR7042520007,0,28300,15300,21800,00001,21800,2,01,N,
314,새로닉스,042600,KR7042600007,0,44500,24000,34250,00001,34250,2,01,N,
315,상지카일룸,042940,KR7042940007,0,704,380,542,00001,542,2,01,N,
316,엑서지21,043090,KR7043090000,0,1008,544,776,00001,776,2,01,N,
317,솔고바이오,043100,KR7043100007,0,595,321,458,00001,458,2,01,N,
318,바텍,043150,KR7043150002,0,44650,24050,34350,00001,34350,2,01,N,
319,파루,043200,KR7043200005,0,962,518,740,00001,740,2,01,N,
320,티에스넥스젠,043220,KR7043220003,0,807,435,621,00001,621,2,01,N,
321,성호전자,043260,KR7043260009,0,2300,1242,1773,00001,1773,2,01,N,
322,에쎈테크,043340,KR7043340009,0,988,532,760,00001,760,2,01,N,
323,디지아이,043360,KR7043360007,0,3965,2135,3050,00001,3050,2,01,N,
324,피에이치에이,043370,KR7043370006,0,12670,6830,9750,00001,9750,2,01,N,
325,웰킵스하이텍,043590,KR7043590009,0,1514,816,1165,00001,1165,2,01,N,
326,지니뮤직,043610,KR7043610005,0,4955,2675,3815,00001,3815,2,01,N,
327,국순당,043650,KR7043650001,0,7410,3990,5700,00001,5700,2,01,N,
328,서울리거,043710,KR7043710003,0,1138,614,876,00001,876,2,01,N,
329,자연과환경,043910,KR7043910009,0,1571,847,1209,00001,1209,2,01,N,
